"","week","posteam","receiver","position","games","targets","rec","yards","TD","air_yards","fumbles","fpts","team_targets","team_air_yards","target_share","air_yards_share","WOPR"
"1",1,"ARI","C.Kirk","WR",1,5,1,0,0,70,0,0,37,192,0.135135135135135,0.364583333333333,0.457911036036036
"2",1,"ARI","D.Arnold","TE",1,2,2,21,0,6,0,2.1,37,192,0.0540540540540541,0.03125,0.102956081081081
"3",1,"ARI","D.Hopkins","WR",1,16,14,151,0,103,0,15.1,37,192,0.432432432432432,0.536458333333333,1.02416948198198
"4",1,"ARI","L.Fitzgerald","WR",1,5,4,34,0,15,0,3.4,37,192,0.135135135135135,0.078125,0.257390202702703
"5",1,"ARI","M.Williams","TE",1,2,0,0,0,2,0,0,37,192,0.0540540540540541,0.0104166666666667,0.0883727477477478
"6",1,"ATL","C.Ridley","WR",1,12,9,130,2,141,0,25,52,470,0.230769230769231,0.3,0.556153846153846
"7",1,"ATL","H.Hurst","TE",1,5,3,38,0,38,0,3.8,52,470,0.0961538461538462,0.0808510638297872,0.20082651391162
"8",1,"ATL","J.Jones","WR",1,12,9,157,0,188,0,15.7,52,470,0.230769230769231,0.4,0.626153846153846
"9",1,"ATL","L.Stocker","TE",1,1,0,0,0,5,0,0,52,470,0.0192307692307692,0.0106382978723404,0.0362929623567921
"10",1,"ATL","R.Gage","WR",1,12,9,114,0,89,0,11.4,52,470,0.230769230769231,0.18936170212766,0.478707037643208
"11",1,"BAL","D.Duvernay","WR",1,1,1,12,0,-1,0,1.2,25,255,0.04,-0.00392156862745098,0.0572549019607843
"12",1,"BAL","M.Andrews","TE",1,6,5,58,2,63,0,17.8,25,255,0.24,0.247058823529412,0.532941176470588
"13",1,"BAL","M.Boykin","WR",1,4,3,37,0,25,0,3.7,25,255,0.16,0.0980392156862745,0.308627450980392
"14",1,"BAL","M.Brown","WR",1,6,5,101,0,114,0,10.1,25,255,0.24,0.447058823529412,0.672941176470588
"15",1,"BAL","N.Boyle","TE",1,3,2,3,0,8,0,0.3,25,255,0.12,0.0313725490196078,0.201960784313725
"16",1,"BAL","W.Snead","WR",1,4,4,64,1,44,0,12.4,25,255,0.16,0.172549019607843,0.36078431372549
"17",1,"BUF","C.Beasley","WR",1,7,4,58,0,48,0,5.8,45,278,0.155555555555556,0.172661870503597,0.354196642685851
"18",1,"BUF","D.Knox","TE",1,3,2,26,0,18,0,2.6,45,278,0.0666666666666667,0.0647482014388489,0.145323741007194
"19",1,"BUF","G.Davis","WR",1,2,2,16,0,8,0,1.6,45,278,0.0444444444444444,0.0287769784172662,0.086810551558753
"20",1,"BUF","I.McKenzie","WR",1,3,3,17,0,-10,0,1.7,45,278,0.0666666666666667,-0.0359712230215827,0.0748201438848921
"21",1,"BUF","J.Brown","WR",1,10,6,70,1,102,0,13,45,278,0.222222222222222,0.366906474820144,0.590167865707434
"22",1,"BUF","S.Diggs","WR",1,9,8,86,0,89,0,8.6,45,278,0.2,0.320143884892086,0.52410071942446
"23",1,"CAR","C.Manhertz","TE",1,1,1,4,0,-3,0,0.4,34,279,0.0294117647058824,-0.010752688172043,0.0365907653383934
"24",1,"CAR","C.Samuel","WR",1,8,5,38,0,70,0,3.8,34,279,0.235294117647059,0.25089605734767,0.528568416613957
"25",1,"CAR","D.Moore","WR",1,9,4,54,0,100,0,5.4,34,279,0.264705882352941,0.3584229390681,0.647954880877082
"26",1,"CAR","I.Thomas","TE",1,2,2,16,0,12,0,1.6,34,279,0.0588235294117647,0.043010752688172,0.118342820999367
"27",1,"CAR","R.Anderson","WR",1,8,6,114,1,82,0,17.4,34,279,0.235294117647059,0.293906810035842,0.558675943495678
"28",1,"CAR","S.Roberts","WR",1,2,1,5,0,14,0,0.5,34,279,0.0588235294117647,0.0501792114695341,0.123360742146321
"29",1,"CHI","A.Miller","WR",1,6,4,76,1,109,0,13.6,36,353,0.166666666666667,0.308781869688385,0.46614730878187
"30",1,"CHI","A.Robinson","WR",1,9,5,74,0,148,0,7.4,36,353,0.25,0.419263456090652,0.668484419263456
"31",1,"CHI","C.Kmet","TE",1,1,0,0,0,9,0,0,36,353,0.0277777777777778,0.0254957507082153,0.0595136921624174
"32",1,"CHI","C.Patterson","WR",1,1,1,12,0,3,0,1.2,36,353,0.0277777777777778,0.0084985835694051,0.0476156751652502
"33",1,"CHI","D.Harris","TE",1,1,0,0,0,13,0,0,36,353,0.0277777777777778,0.0368271954674221,0.0674457034938621
"34",1,"CHI","D.Mooney","WR",1,3,3,38,0,25,0,3.8,36,353,0.0833333333333333,0.0708215297450425,0.17457507082153
"35",1,"CHI","J.Graham","TE",1,7,3,25,1,37,0,8.5,36,353,0.194444444444444,0.104815864022663,0.365037771482531
"36",1,"CHI","J.Wims","WR",1,2,1,1,1,3,0,6.1,36,353,0.0555555555555556,0.0084985835694051,0.0892823418319169
"37",1,"CHI","T.Ginn","WR",1,1,0,0,0,17,0,0,36,353,0.0277777777777778,0.0481586402266289,0.0753777148253069
"38",1,"CIN","A.Green","WR",1,9,5,51,0,132,0,5.1,35,291,0.257142857142857,0.45360824742268,0.703240058910162
"39",1,"CIN","C.Uzomah","TE",1,5,4,45,0,46,0,4.5,35,291,0.142857142857143,0.15807560137457,0.324938635247914
"40",1,"CIN","D.Sample","TE",1,1,1,7,0,0,0,0.7,35,291,0.0285714285714286,0,0.0428571428571429
"41",1,"CIN","J.Ross III","WR",1,5,2,17,0,62,0,1.7,35,291,0.142857142857143,0.213058419243986,0.363426607756505
"42",1,"CIN","M.Thomas","WR",1,3,2,17,0,28,0,1.7,35,291,0.0857142857142857,0.0962199312714777,0.195925380461463
"43",1,"CIN","T.Boyd","WR",1,5,4,33,0,35,0,3.3,35,291,0.142857142857143,0.120274914089347,0.298478154148257
"44",1,"CLE","A.Hooper","TE",1,2,2,15,0,15,0,1.5,35,313,0.0571428571428571,0.0479233226837061,0.11926061159288
"45",1,"CLE","D.Njoku","TE",1,3,3,50,1,48,0,11,35,313,0.0857142857142857,0.153354632587859,0.23591967138293
"46",1,"CLE","H.Bryant","TE",1,2,1,5,0,9,0,0.5,35,313,0.0571428571428571,0.0287539936102236,0.105842081241442
"47",1,"CLE","J.Landry","WR",1,6,5,61,0,76,0,6.1,35,313,0.171428571428571,0.242811501597444,0.427110908261068
"48",1,"CLE","K.Hodge","WR",1,3,1,12,0,33,0,1.2,35,313,0.0857142857142857,0.105431309904153,0.202373345504336
"49",1,"CLE","O.Beckham","WR",1,10,3,22,0,118,0,2.2,35,313,0.285714285714286,0.376996805111821,0.692469192149703
"50",1,"CLE","R.Higgins","WR",1,1,1,9,0,7,0,0.9,35,313,0.0285714285714286,0.0223642172523962,0.0585120949338202
"51",1,"CLE","S.Carlson","TE",1,1,0,0,0,0,0,0,35,313,0.0285714285714286,0,0.0428571428571429
"52",1,"DAL","A.Cooper","WR",1,14,10,81,0,113,0,8.1,37,256,0.378378378378378,0.44140625,0.876551942567568
"53",1,"DAL","B.Jarwin","TE",1,1,1,12,0,12,0,1.2,37,256,0.027027027027027,0.046875,0.0733530405405405
"54",1,"DAL","C.Lamb","WR",1,6,5,59,0,37,0,5.9,37,256,0.162162162162162,0.14453125,0.344415118243243
"55",1,"DAL","D.Schultz","TE",1,4,1,11,0,14,0,1.1,37,256,0.108108108108108,0.0546875,0.200443412162162
"56",1,"DAL","M.Gallup","WR",1,5,3,50,0,76,0,5,37,256,0.135135135135135,0.296875,0.410515202702703
"57",1,"DEN","D.Hamilton","WR",1,3,1,18,0,74,0,1.8,32,292,0.09375,0.253424657534247,0.318022260273973
"58",1,"DEN","J.Butt","TE",1,2,1,0,0,3,0,0,32,292,0.0625,0.0102739726027397,0.100941780821918
"59",1,"DEN","J.Jeudy","WR",1,8,4,56,0,100,0,5.6,32,292,0.25,0.342465753424658,0.61472602739726
"60",1,"DEN","N.Fant","TE",1,6,5,81,1,56,0,14.1,32,292,0.1875,0.191780821917808,0.415496575342466
"61",1,"DEN","N.Vannett","TE",1,2,1,-6,0,-5,0,-0.6,32,292,0.0625,-0.0171232876712329,0.081763698630137
"62",1,"DEN","T.Cleveland","WR",1,1,1,7,0,-3,0,0.7,32,292,0.03125,-0.0102739726027397,0.0396832191780822
"63",1,"DEN","T.Patrick","WR",1,5,4,29,0,62,0,2.9,32,292,0.15625,0.212328767123288,0.383005136986301
"64",1,"DET","D.Amendola","WR",1,7,5,81,0,67,0,8.1,41,372,0.170731707317073,0.18010752688172,0.382172829792814
"65",1,"DET","J.Agnew","WR",1,1,0,0,0,12,0,0,41,372,0.024390243902439,0.032258064516129,0.0591660110149489
"66",1,"DET","M.Hall","WR",1,2,1,26,0,62,0,2.6,41,372,0.0487804878048781,0.166666666666667,0.189837398373984
"67",1,"DET","M.Jones","WR",1,8,4,55,0,70,0,5.5,41,372,0.195121951219512,0.188172043010753,0.424403356936795
"68",1,"DET","Q.Cephus","WR",1,10,3,43,0,129,0,4.3,41,372,0.24390243902439,0.346774193548387,0.608595594020456
"69",1,"DET","T.Hockenson","TE",1,5,5,56,1,22,0,11.6,41,372,0.121951219512195,0.0591397849462366,0.224324678730658
"70",1,"GB","A.Lazard","WR",1,4,4,63,1,41,0,12.3,41,383,0.0975609756097561,0.107049608355091,0.221276189263198
"71",1,"GB","D.Adams","WR",1,17,14,156,2,163,0,27.6,41,383,0.414634146341463,0.425587467362924,0.919862446666242
"72",1,"GB","J.Deguara","TE",1,2,1,12,0,24,0,1.2,41,383,0.0487804878048781,0.0626631853785901,0.11703496147233
"73",1,"GB","J.Sternberger","TE",1,1,0,0,0,33,0,0,41,383,0.024390243902439,0.0861618798955614,0.0968986817805515
"74",1,"GB","M.Valdes-Scantling","WR",1,6,4,96,1,129,0,15.6,41,383,0.146341463414634,0.336814621409922,0.455282430108896
"75",1,"HOU","B.Cooks","WR",1,5,2,20,0,46,0,2,31,260,0.161290322580645,0.176923076923077,0.365781637717122
"76",1,"HOU","D.Carter","WR",1,2,1,8,0,16,0,0.8,31,260,0.0645161290322581,0.0615384615384615,0.13985111662531
"77",1,"HOU","D.Fells","TE",1,2,2,19,0,6,0,1.9,31,260,0.0645161290322581,0.0230769230769231,0.112928039702233
"78",1,"HOU","J.Akins","TE",1,2,2,39,1,24,0,9.9,31,260,0.0645161290322581,0.0923076923076923,0.161389578163772
"79",1,"HOU","K.Stills","WR",1,2,0,0,0,30,0,0,31,260,0.0645161290322581,0.115384615384615,0.177543424317618
"80",1,"HOU","R.Cobb","WR",1,3,2,23,0,11,0,2.3,31,260,0.0967741935483871,0.0423076923076923,0.174776674937965
"81",1,"HOU","W.Fuller","WR",1,10,8,112,0,129,0,11.2,31,260,0.32258064516129,0.496153846153846,0.831178660049628
"82",1,"IND","J.Doyle","TE",1,4,3,49,0,43,0,4.9,46,289,0.0869565217391304,0.14878892733564,0.234587031743644
"83",1,"IND","M.Alie-Cox","TE",1,2,2,20,0,6,0,2,46,289,0.0434782608695652,0.0207612456747405,0.0797502632766662
"84",1,"IND","M.Pittman","WR",1,2,2,10,0,11,0,1,46,289,0.0434782608695652,0.0380622837370242,0.0918609899202648
"85",1,"IND","P.Campbell","WR",1,9,6,71,0,107,0,7.1,46,289,0.195652173913043,0.370242214532872,0.552647811042576
"86",1,"IND","T.Hilton","WR",1,9,4,53,0,109,0,5.3,46,289,0.195652173913043,0.377162629757785,0.557492101700015
"87",1,"IND","Z.Pascal","WR",1,3,2,18,0,32,0,1.8,46,289,0.0652173913043478,0.110726643598616,0.175334737475553
"88",1,"JAX","C.Conley","WR",1,1,1,6,0,-1,0,0.6,20,89,0.05,-0.0112359550561798,0.0671348314606742
"89",1,"JAX","C.Johnson","WR",1,1,1,14,0,12,0,1.4,20,89,0.05,0.134831460674157,0.16938202247191
"90",1,"JAX","D.Chark Jr.","WR",1,3,3,25,1,16,0,8.5,20,89,0.15,0.179775280898876,0.350842696629213
"91",1,"JAX","J.O'Shaughnessy","TE",1,1,1,0,0,-2,0,0,20,89,0.05,-0.0224719101123595,0.0592696629213483
"92",1,"JAX","K.Cole Sr.","WR",1,5,5,47,1,31,0,10.7,20,89,0.25,0.348314606741573,0.618820224719101
"93",1,"JAX","L.Shenault Jr.","WR",1,4,3,37,1,36,0,9.7,20,89,0.2,0.404494382022472,0.58314606741573
"94",1,"JAX","T.Eifert","TE",1,1,1,8,0,1,0,0.8,20,89,0.05,0.0112359550561798,0.0828651685393259
"95",1,"KC","D.Robinson","WR",1,6,3,20,0,42,0,2,32,147,0.1875,0.285714285714286,0.48125
"96",1,"KC","M.Hardman","WR",1,1,1,6,0,-3,0,0.6,32,147,0.03125,-0.0204081632653061,0.0325892857142857
"97",1,"KC","S.Watkins","WR",1,9,7,82,1,59,0,14.2,32,147,0.28125,0.401360544217687,0.702827380952381
"98",1,"KC","T.Hill","WR",1,6,5,46,1,49,0,10.6,32,147,0.1875,0.333333333333333,0.514583333333333
"99",1,"KC","T.Kelce","TE",1,6,6,50,1,14,0,11,32,147,0.1875,0.0952380952380952,0.347916666666667
"100",1,"LA","C.Kupp","WR",1,5,4,40,0,19,0,4,28,124,0.178571428571429,0.153225806451613,0.375115207373272
"101",1,"LA","G.Everett","TE",1,2,1,7,0,16,0,0.7,28,124,0.0714285714285714,0.129032258064516,0.197465437788018
"102",1,"LA","J.Reynolds","WR",1,1,1,17,0,4,0,1.7,28,124,0.0357142857142857,0.032258064516129,0.0761520737327189
"103",1,"LA","R.Woods","WR",1,8,6,105,0,18,0,10.5,28,124,0.285714285714286,0.145161290322581,0.530184331797235
"104",1,"LA","T.Higbee","TE",1,4,3,40,0,30,0,4,28,124,0.142857142857143,0.241935483870968,0.383640552995392
"105",1,"LA","V.Jefferson","WR",1,3,1,31,0,56,0,3.1,28,124,0.107142857142857,0.451612903225806,0.47684331797235
"106",1,"LAC","H.Henry","TE",1,8,5,73,0,73,0,7.3,29,328,0.275862068965517,0.222560975609756,0.569585786375105
"107",1,"LAC","J.Guyton","WR",1,1,1,16,0,14,0,1.6,29,328,0.0344827586206897,0.0426829268292683,0.0816021867115223
"108",1,"LAC","K.Allen","WR",1,8,4,37,0,88,0,3.7,29,328,0.275862068965517,0.268292682926829,0.601597981497056
"109",1,"LAC","M.Williams","WR",1,9,4,69,0,147,0,6.9,29,328,0.310344827586207,0.448170731707317,0.779236753574432
"110",1,"LAC","V.Green","TE",1,2,1,10,0,11,0,1,29,328,0.0689655172413793,0.0335365853658537,0.126923885618167
"111",1,"LV","B.Edwards","WR",1,1,1,9,0,-1,0,0.9,28,161,0.0357142857142857,-0.0062111801242236,0.0492236024844721
"112",1,"LV","D.Waller","TE",1,8,6,45,0,30,0,4.5,28,161,0.285714285714286,0.186335403726708,0.559006211180124
"113",1,"LV","H.Renfrow","WR",1,2,2,21,0,6,0,2.1,28,161,0.0714285714285714,0.0372670807453416,0.133229813664596
"114",1,"LV","H.Ruggs","WR",1,5,3,55,0,93,0,5.5,28,161,0.178571428571429,0.577639751552795,0.672204968944099
"115",1,"LV","J.Witten","TE",1,1,1,2,0,2,0,0.2,28,161,0.0357142857142857,0.0124223602484472,0.0622670807453416
"116",1,"LV","N.Agholor","WR",1,1,1,23,1,23,0,8.3,28,161,0.0357142857142857,0.142857142857143,0.153571428571429
"117",1,"MIA","D.Parker","WR",1,4,4,47,0,40,0,4.7,30,251,0.133333333333333,0.159362549800797,0.311553784860558
"118",1,"MIA","I.Ford","WR",1,5,2,13,0,34,0,1.3,30,251,0.166666666666667,0.135458167330677,0.344820717131474
"119",1,"MIA","J.Grant","WR",1,3,3,25,0,20,0,2.5,30,251,0.1,0.0796812749003984,0.205776892430279
"120",1,"MIA","M.Gesicki","TE",1,5,3,30,0,56,0,3,30,251,0.166666666666667,0.223107569721116,0.406175298804781
"121",1,"MIA","P.Williams","WR",1,7,2,41,0,104,0,4.1,30,251,0.233333333333333,0.414342629482072,0.64003984063745
"122",1,"MIN","A.Thielen","WR",1,8,6,110,2,143,0,23,25,267,0.32,0.535580524344569,0.854906367041198
"123",1,"MIN","I.Smith","TE",1,1,1,11,0,11,0,1.1,25,267,0.04,0.0411985018726592,0.0888389513108614
"124",1,"MIN","J.Jefferson","WR",1,3,2,26,0,10,0,2.6,25,267,0.12,0.0374531835205993,0.206217228464419
"125",1,"MIN","K.Rudolph","TE",1,2,2,28,0,22,0,2.8,25,267,0.08,0.0823970037453183,0.177677902621723
"126",1,"MIN","O.Johnson","WR",1,4,3,56,0,42,0,5.6,25,267,0.16,0.157303370786517,0.350112359550562
"127",1,"MIN","T.Sharpe","WR",1,1,0,0,0,35,0,0,25,267,0.04,0.131086142322097,0.151760299625468
"128",1,"NE","J.Edelman","WR",1,7,5,57,0,61,0,5.7,19,101,0.368421052631579,0.603960396039604,0.975403856175091
"129",1,"NE","N.Harry","WR",1,6,5,39,0,22,1,1.9,19,101,0.315789473684211,0.217821782178218,0.626159458051068
"130",1,"NE","R.Izzo","TE",1,2,1,25,0,17,0,2.5,19,101,0.105263157894737,0.168316831683168,0.275716519020323
"131",1,"NO","D.Harris","WR",1,1,1,17,0,-7,0,1.7,30,156,0.0333333333333333,-0.0448717948717949,0.0185897435897436
"132",1,"NO","E.Sanders","WR",1,5,3,15,1,24,0,7.5,30,156,0.166666666666667,0.153846153846154,0.357692307692308
"133",1,"NO","J.Cook","TE",1,7,5,80,0,66,0,8,30,156,0.233333333333333,0.423076923076923,0.646153846153846
"134",1,"NO","J.Hill","TE",1,1,0,0,0,22,0,0,30,156,0.0333333333333333,0.141025641025641,0.148717948717949
"135",1,"NO","M.Thomas","WR",1,5,3,17,0,45,0,1.7,30,156,0.166666666666667,0.288461538461538,0.451923076923077
"136",1,"NO","T.Smith","WR",1,1,1,4,0,4,0,0.4,30,156,0.0333333333333333,0.0256410256410256,0.067948717948718
"137",1,"NYG","C.Board","WR",1,2,2,17,0,14,0,1.7,39,243,0.0512820512820513,0.0576131687242798,0.117252295030073
"138",1,"NYG","D.Ratley","WR",1,1,0,0,0,12,0,0,39,243,0.0256410256410256,0.0493827160493827,0.0730294396961064
"139",1,"NYG","D.Slayton","WR",1,9,6,102,2,102,0,22.2,39,243,0.230769230769231,0.419753086419753,0.639981006647673
"140",1,"NYG","E.Engram","TE",1,7,2,9,0,33,0,0.9,39,243,0.179487179487179,0.135802469135802,0.364292497625831
"141",1,"NYG","K.Smith","TE",1,2,2,17,0,4,0,1.7,39,243,0.0512820512820513,0.0164609053497942,0.0884457106679329
"142",1,"NYG","L.Toilolo","TE",1,1,1,13,0,5,0,1.3,39,243,0.0256410256410256,0.0205761316872428,0.0528648306426084
"143",1,"NYG","S.Shepard","WR",1,6,6,47,0,37,0,4.7,39,243,0.153846153846154,0.152263374485597,0.337353592909148
"144",1,"NYJ","B.Perriman","WR",1,5,3,17,0,37,0,1.7,33,265,0.151515151515152,0.139622641509434,0.325008576329331
"145",1,"NYJ","C.Herndon","TE",1,7,6,37,0,47,1,1.7,33,265,0.212121212121212,0.177358490566038,0.442332761578045
"146",1,"NYJ","C.Hogan","WR",1,4,1,0,0,49,0,0,33,265,0.121212121212121,0.184905660377358,0.311252144082333
"147",1,"NYJ","J.Crowder","WR",1,13,7,115,1,109,0,17.5,33,265,0.393939393939394,0.411320754716981,0.878833619210978
"148",1,"PHI","D.Goedert","TE",1,9,8,101,1,57,0,16.1,42,520,0.214285714285714,0.109615384615385,0.398159340659341
"149",1,"PHI","D.Jackson","WR",1,7,2,46,0,214,0,4.6,42,520,0.166666666666667,0.411538461538462,0.538076923076923
"150",1,"PHI","G.Ward","WR",1,7,5,31,0,36,0,3.1,42,520,0.166666666666667,0.0692307692307692,0.298461538461538
"151",1,"PHI","J.Hightower","WR",1,4,1,-2,0,32,0,-0.2,42,520,0.0952380952380952,0.0615384615384615,0.185934065934066
"152",1,"PHI","J.Reagor","WR",1,4,1,55,0,136,0,5.5,42,520,0.0952380952380952,0.261538461538462,0.325934065934066
"153",1,"PHI","Z.Ertz","TE",1,7,3,18,1,57,0,7.8,42,520,0.166666666666667,0.109615384615385,0.326730769230769
"154",1,"PIT","C.Claypool","WR",1,2,2,39,0,32,0,3.9,31,208,0.0645161290322581,0.153846153846154,0.204466501240695
"155",1,"PIT","D.Johnson","WR",1,10,6,57,0,63,0,5.7,31,208,0.32258064516129,0.302884615384615,0.695890198511166
"156",1,"PIT","E.Ebron","TE",1,2,1,18,0,39,0,1.8,31,208,0.0645161290322581,0.1875,0.228024193548387
"157",1,"PIT","J.Smith-Schuster","WR",1,6,6,69,2,31,0,18.9,31,208,0.193548387096774,0.149038461538462,0.394649503722084
"158",1,"PIT","J.Washington","WR",1,3,2,34,1,46,0,9.4,31,208,0.0967741935483871,0.221153846153846,0.299968982630273
"159",1,"PIT","V.McDonald","TE",1,2,1,3,0,3,0,0.3,31,208,0.0645161290322581,0.0144230769230769,0.106870347394541
"160",1,"SEA","D.Metcalf","WR",1,8,4,95,1,118,0,15.5,35,215,0.228571428571429,0.548837209302326,0.727043189368771
"161",1,"SEA","D.Moore","WR",1,3,3,28,0,3,0,2.8,35,215,0.0857142857142857,0.013953488372093,0.138338870431894
"162",1,"SEA","F.Swain","WR",1,1,1,17,0,6,0,1.7,35,215,0.0285714285714286,0.027906976744186,0.0623920265780731
"163",1,"SEA","G.Olsen","TE",1,4,4,24,1,19,0,8.4,35,215,0.114285714285714,0.0883720930232558,0.233289036544851
"164",1,"SEA","J.Hollister","TE",1,1,1,9,0,2,0,0.9,35,215,0.0285714285714286,0.00930232558139535,0.0493687707641196
"165",1,"SEA","T.Lockett","WR",1,8,8,92,0,77,0,9.2,35,215,0.228571428571429,0.358139534883721,0.593554817275747
"166",1,"SEA","W.Dissly","TE",1,2,2,8,0,1,0,0.8,35,215,0.0571428571428571,0.00465116279069767,0.0889700996677741
"167",1,"SF","D.Pettis","WR",1,1,0,0,0,34,0,0,32,225,0.03125,0.151111111111111,0.152652777777778
"168",1,"SF","G.Kittle","TE",1,5,4,44,0,26,0,4.4,32,225,0.15625,0.115555555555556,0.315263888888889
"169",1,"SF","J.Reed","TE",1,2,2,12,0,5,0,1.2,32,225,0.0625,0.0222222222222222,0.109305555555556
"170",1,"SF","K.Bourne","WR",1,5,2,34,0,58,0,3.4,32,225,0.15625,0.257777777777778,0.414819444444444
"171",1,"SF","T.Taylor","WR",1,5,2,7,0,33,0,0.7,32,225,0.15625,0.146666666666667,0.337041666666667
"172",1,"TB","C.Brate","TE",1,1,0,0,0,0,0,0,34,282,0.0294117647058824,0,0.0441176470588235
"173",1,"TB","C.Godwin","WR",1,7,6,79,0,66,0,7.9,34,282,0.205882352941176,0.234042553191489,0.472653316645807
"174",1,"TB","J.Watson","WR",1,2,1,6,1,9,0,6.6,34,282,0.0588235294117647,0.0319148936170213,0.110575719649562
"175",1,"TB","M.Evans","WR",1,4,1,2,1,47,0,6.2,34,282,0.117647058823529,0.166666666666667,0.293137254901961
"176",1,"TB","O.Howard","TE",1,6,4,36,1,75,0,9.6,34,282,0.176470588235294,0.265957446808511,0.450876095118899
"177",1,"TB","R.Gronkowski","TE",1,3,2,11,0,22,0,1.1,34,282,0.0882352941176471,0.0780141843971631,0.186962870254485
"178",1,"TB","S.Miller","WR",1,6,5,73,0,56,0,7.3,34,282,0.176470588235294,0.198581560283688,0.403712974551523
"179",1,"TEN","A.Brown","WR",1,8,5,39,0,51,0,3.9,40,231,0.2,0.220779220779221,0.454545454545455
"180",1,"TEN","A.Firkser","TE",1,2,2,5,0,3,0,0.5,40,231,0.05,0.012987012987013,0.0840909090909091
"181",1,"TEN","A.Humphries","WR",1,7,6,47,0,42,0,4.7,40,231,0.175,0.181818181818182,0.389772727272727
"182",1,"TEN","C.Davis","WR",1,8,7,101,0,95,0,10.1,40,231,0.2,0.411255411255411,0.587878787878788
"183",1,"TEN","J.Smith","TE",1,7,4,36,1,13,0,9.6,40,231,0.175,0.0562770562770563,0.301893939393939
"184",1,"TEN","K.Raymond","WR",1,2,0,0,0,22,0,0,40,231,0.05,0.0952380952380952,0.141666666666667
"185",1,"TEN","M.Pruitt","TE",1,1,1,1,1,1,0,6.1,40,231,0.025,0.00432900432900433,0.040530303030303
"186",1,"WAS","D.Inman","WR",1,5,2,21,0,70,0,2.1,30,248,0.166666666666667,0.282258064516129,0.44758064516129
"187",1,"WAS","L.Thomas","TE",1,8,4,37,1,72,0,9.7,30,248,0.266666666666667,0.290322580645161,0.603225806451613
"188",1,"WAS","S.Sims","WR",1,3,3,50,0,16,0,5,30,248,0.1,0.0645161290322581,0.195161290322581
"189",1,"WAS","T.McLaurin","WR",1,7,5,61,0,70,0,6.1,30,248,0.233333333333333,0.282258064516129,0.54758064516129
"190",2,"ARI","A.Isabella","WR",1,3,2,67,0,69,0,6.7,34,319,0.0882352941176471,0.216300940438871,0.283763599483681
"191",2,"ARI","C.Kirk","WR",1,4,2,57,0,111,0,5.7,34,319,0.117647058823529,0.347962382445141,0.420044255946893
"192",2,"ARI","D.Arnold","TE",1,4,2,26,0,54,0,2.6,34,319,0.117647058823529,0.169278996865204,0.294965886040937
"193",2,"ARI","D.Daniels","TE",1,1,0,0,0,12,0,0,34,319,0.0294117647058824,0.0376175548589342,0.0704499354600774
"194",2,"ARI","D.Hopkins","WR",1,9,8,68,1,37,0,12.8,34,319,0.264705882352941,0.115987460815047,0.478250046099945
"195",2,"ARI","L.Fitzgerald","WR",1,7,7,50,0,25,0,5,34,319,0.205882352941176,0.0783699059561129,0.363682463581044
"196",2,"ATL","C.Ridley","WR",1,10,7,109,2,170,0,22.9,36,369,0.277777777777778,0.46070460704607,0.739159891598916
"197",2,"ATL","H.Hurst","TE",1,8,5,72,1,60,0,13.2,36,369,0.222222222222222,0.16260162601626,0.447154471544715
"198",2,"ATL","J.Jones","WR",1,4,2,24,0,75,0,2.4,36,369,0.111111111111111,0.203252032520325,0.308943089430894
"199",2,"ATL","O.Zaccheaus","WR",1,1,1,10,0,8,0,1,36,369,0.0277777777777778,0.021680216802168,0.0568428184281843
"200",2,"ATL","R.Gage","WR",1,9,6,46,1,56,0,10.6,36,369,0.25,0.151761517615176,0.481233062330623
"201",2,"BAL","D.Duvernay","WR",1,1,1,19,0,17,0,1.9,23,166,0.0434782608695652,0.102409638554217,0.1369041382923
"202",2,"BAL","M.Andrews","TE",1,3,1,29,0,38,0,2.9,23,166,0.130434782608696,0.228915662650602,0.355893137768465
"203",2,"BAL","M.Boykin","WR",1,5,4,38,0,29,0,3.8,23,166,0.217391304347826,0.174698795180723,0.448376113148245
"204",2,"BAL","M.Brown","WR",1,6,5,42,0,44,0,4.2,23,166,0.260869565217391,0.265060240963855,0.576846516500786
"205",2,"BAL","N.Boyle","TE",1,1,1,11,0,6,0,1.1,23,166,0.0434782608695652,0.036144578313253,0.0905185961236249
"206",2,"BAL","W.Snead","WR",1,2,2,29,0,14,0,2.9,23,166,0.0869565217391304,0.0843373493975904,0.189470927187009
"207",2,"BUF","C.Beasley","WR",1,6,5,70,0,49,0,7,35,381,0.171428571428571,0.128608923884514,0.347169103862017
"208",2,"BUF","D.Knox","TE",1,3,1,36,0,32,1,1.6,35,381,0.0857142857142857,0.083989501312336,0.187364079490064
"209",2,"BUF","G.Davis","WR",1,1,1,6,1,6,0,6.6,35,381,0.0285714285714286,0.015748031496063,0.053880764904387
"210",2,"BUF","I.McKenzie","WR",1,2,2,47,0,18,0,4.7,35,381,0.0571428571428571,0.047244094488189,0.118785151856018
"211",2,"BUF","J.Brown","WR",1,6,4,82,1,119,0,14.2,35,381,0.171428571428571,0.312335958005249,0.475778027746532
"212",2,"BUF","R.Gilliam","TE",1,1,1,1,1,1,0,6.1,35,381,0.0285714285714286,0.0026246719160105,0.0446944131983502
"213",2,"BUF","S.Diggs","WR",1,13,8,153,1,152,0,21.3,35,381,0.371428571428571,0.398950131233596,0.836407949006374
